sid,sname,date,punishment_amount,punishment_type,conductor,object
002259,*ST升达,2012-07-11,--,通报批评,深圳证券交易所,四川升达林业产业股份有限公司，江昌政，蒋昌华
002260,*ST德奥,2018-09-29,--,其他,中国证券监督管理委员会广东监管局,本公司
002260,*ST德奥,2018-09-17,--,公开谴责,深圳证券交易所,本公司，时任董事长王鑫文，时任总经理MichaelCreed，董事长、时任财务总监张之珩
002260,*ST德奥,2018-09-12,--,公开谴责,深圳证券交易所,本公司，时任董事长本公司董事长王鑫文，时任总经理MichaelCreed，时任财务总监张之
002260,*ST德奥,2016-09-08,--,责令改正,中国证券监督管理委员会广东监管局,本公司
002260,*ST德奥,2015-06-15,--,通报批评,深圳证券交易所,本公司，时任董事长朱家钢，时任副董事长兼总经理王正年，时任副总经理兼董事会秘书陈国辉，时任财务总监张之珩
002263,大东南,2020-01-02,60.0000万元,罚款，警告，责令改正，行政处罚,中国证券监督管理委员会浙江监管局,本公司
002263,大东南,2019-11-19,--,公开谴责，通报批评,深圳证券交易所,本公司，原控股股东浙江大东南集团有限公司，原实际控制人之一黄水寿，原实际控制人之一、时任董事长兼总经理黄飞刚，时任财务总监俞国政，董事兼副总经理黄剑鹏，时任董事赵不敏，时任董事席日兰，监事钱苏凯，时任监事冯叶飞，时任监事史武军，副总经理王业安，副总经理兼董事会秘书王陈，时任副总经理彭莉丽
002263,大东南,2017-05-23,--,其他,深圳证券交易所中小板公司管理部,本公司，公司控股股东浙江大东南集团有限公司
002263,大东南,2017-02-06,--,警告,中国证券监督管理委员会浙江监管局,本公司
002263,大东南,2016-11-03,--,通报批评,深圳证券交易所,本公司，时任董事长兼总经理黄飞刚，时任财务总监俞国政，时任副总经理兼董事会秘书王陈
002263,大东南,2015-08-04,--,通报批评,深圳证券交易所,公司控股股东浙江大东南集团有限公司，公司控股股东一致行动人浙江大东南集团诸暨贸易有限公司
002263,大东南,2015-03-17,--,通报批评,深圳证券交易所,本公司控股股东浙江大东南集团有限公司
002263,大东南,2014-11-13,30.0000万元,罚款，责令改正,中国证券监督管理委员会,浙江大东南集团有限公司
002264,新华都,2016-09-09,--,通报批评,深圳证券交易所,本公司，时任董事长陈志程，时任董事长兼总经理周文贵，时任董事陈耿生，时任董事兼董事会秘书龚严冰
002264,新华都,2016-07-29,63.0000万元,罚款，警告，行政处罚,中国证券监督管理委员会厦门监管局,本公司，直接负责的主管人员为周文贵、龚严冰、陈耿生；其他直接责任人员为上官常川、刘国川、黄建忠、戴亦一、张白、李青
002264,新华都,2016-03-03,--,责令改正,中国证券监督管理委员会厦门监管局,本公司
002265,西仪股份,2019-02-21,8.0000万元,罚款，责令改正，行政处罚,昆明市西山区市场监督管理局,本公司
002266,浙富控股,2015-01-05,--,通报批评,深圳证券交易所,时任公司董事、副总经理余永清，时任公司董事傅友爱
002270,华明装备,2021-02-25,--,其他,中国证券监督管理委员会山东监管局,本公司
002271,东方雨虹,2009-12-31,--,通报批评,深圳证券交易所,陈永初
002272,川润股份,2019-05-30,--,其他,深圳证券交易所,本公司
002273,水晶光电,2020-11-07,--,其他,深圳证券交易所,本公司
002273,水晶光电,2016-07-11,--,通报批评,深圳证券交易所,公司股东星星集团有限公司
002273,水晶光电,2016-05-27,--,警告,中国证券监督管理委员会浙江监管局,公司控股股东星星集团有限公司
002276,万马股份,2018-04-11,--,警告,中国证券监督管理委员会浙江监管局,公司控股股东浙江万马智能科技集团有限公司
002278,神开股份,2021-03-29,--,通报批评,深圳证券交易所,公司原股东四川映业文化发展有限公司，公司第一大股东上海业祥投资管理有限公司
002278,神开股份,2020-12-04,--,其他,中国证券监督管理委员会上海监管局,本公司
002278,神开股份,2020-05-09,--,其他,中国证券监督管理委员会上海监管局,公司股东四川映业文化发展有限公司
002278,神开股份,2020-03-27,--,其他,中国证券监督管理委员会上海监管局,信息披露义务人谷墨海，信息披露义务人谷墨海陈春来
002278,神开股份,2020-03-24,--,通报批评,深圳证券交易所,陈春来，谷墨海
002278,神开股份,2020-03-24,--,通报批评,深圳证券交易所,浙江君隆资产管理有限公司，朱康军
002278,神开股份,2019-01-03,--,通报批评,深圳证券交易所,公司股东四川映业文化发展有限公司
002278,神开股份,2018-11-29,--,其他,中国证券监督管理委员会上海监管局,本公司，公司董事长、董事会秘书李芳英，公司股东王祥伟，公司股东四川映业文化发展有限公司
002278,神开股份,2018-09-27,--,其他,中国证券监督管理委员会上海监管局,公司股东四川映业文化发展有限公司
002278,神开股份,2018-08-23,--,其他,中国证券监督管理委员会上海监管局,本公司
002278,神开股份,2018-02-27,--,通报批评,深圳证券交易所,公司股东朱子孝，公司股东朱挺
002278,神开股份,2017-01-11,--,警告,中国证券监督管理委员会上海监管局,上海快鹿投资(集团)有限公司
002278,神开股份,2016-12-28,--,公开谴责，通报批评,深圳证券交易所,上海快鹿投资(集团)有限公司，浙江君隆资产管理有限公司
002278,神开股份,2016-09-27,--,通报批评,深圳证券交易所,公司控股股东上海业祥投资管理有限公司，时任董事长顾正，时任副总经理兼董事王祥伟，时任董事袁建新，施建兴，时任副总经理兼董事会秘书顾冰
002278,神开股份,2016-09-24,--,警告，责令改正,中国证券监督管理委员会上海监管局,本公司，公司股东上海业祥投资管理有限公司、顾正、王祥伟、袁建新、顾冰
002278,神开股份,2015-12-15,--,警告，行政处罚,中国证券监督管理委员会上海监管局,公司总经理寇玉亭
002278,神开股份,2015-02-06,112.0000万元,罚款，警告，责令改正，行政处罚,中国证券监督管理委员会上海监管局,本公司，公司时任董事长、法定代表人顾正，时任副董事长兼总经理李芳英，时任董事兼副总经理寇玉亭，时任董事袁建新、王祥伟、胡守钧、尤家荣、管彤贤，时任监事毕东杰、王敏、金盛华，时任董事兼副总经理、董事会秘书顾冰
002278,神开股份,2014-12-13,30.0000万元,行政处罚，罚款,中国证券监督管理委员会上海监管局,本公司，公司时任董事长、法定代表人顾正，时任副董事长兼总经理李芳英，时任董事兼副总经理寇玉亭，时任财务总监方慧珍，时任董事袁建新、王祥伟、胡守钧、尤家荣、管彤贤，时任监事毕东杰、王敏、金盛华，时任董事兼副总经理、董事会秘书顾冰
002278,神开股份,2013-11-21,--,责令改正，立案调查,中国证券监督管理委员会上海监管局，中国证券监督管理委员会,本公司
002280,*ST联络,2020-10-20,75.0000万元,罚款，警告，责令改正，行政处罚,中国证券监督管理委员会浙江监督局,本公司，公司董事长、总经理、控股股东、实际控制人何志涛，时任公司董事会秘书俞竣华
002280,*ST联络,2020-03-11,--,其他,中国证券监督管理委员会浙江监管局,本公司，公司控股股东、董事长兼总经理何志涛，公司董事会秘书俞竣华
002280,*ST联络,2019-07-19,--,通报批评,深圳证券交易所,本公司，公司董事长兼总经理何志涛，公司财务总监金玉花
002280,*ST联络,2017-08-07,--,警告,中国证券监督管理委员会浙江监管局,公司董事长何志涛，董事会秘书俞竣华，财务总监杨颖梅
002281,光迅科技,2017-07-15,--,警告，其他,中国证券监督管理委员会湖北监管局,本公司，公司董事会秘书毛浩，财务总监毕梅
002288,超华科技,2020-10-16,--,其他,深圳证券交易所,本公司
002288,超华科技,2020-10-16,--,其他,深圳证券交易所1,本公司
002288,超华科技,2020-10-16,--,其他,深圳证券交易所2,本公司
002288,超华科技,2017-12-16,70.0000万元,罚款，警告，责令改正，行政处罚,中国证券监督管理委员会广东监管局,本公司，公司时任董事长、总裁梁健锋，时任副总裁、财务负责人王旭东
002288,超华科技,2017-12-16,--,警告，行政处罚,中国证券监督管理委员会广东监管局,公司孙公司惠州合正电子科技有限公司，公司董事会秘书范卓
002288,超华科技,2015-10-21,--,责令改正,中国证券监督管理委员会广东监管局,本公司
002288,超华科技,2013-07-25,--,通报批评,深圳证券交易所,公司实际控制人、董事长梁俊丰
002289,ST宇顺,2016-11-22,--,责令改正,中国证券监督管理委员会深圳监管局,本公司
002289,ST宇顺,2014-01-23,3.2300万元,罚款,中国证券监督管理委员会,刘刚
002290,禾盛新材,2015-02-13,--,公开谴责,深圳证券交易所,厦门金英马影视文化有限公司，厦门金英马影视文化有限公司控股股东、董事长兼总经理滕站，厦门金英马影视文化有限公司股东、副董事长兼副总经理杨利，厦门金英马影视文化有限公司股东、财务总监侯丽娟
002291,星期六,2021-02-24,--,其他,中国证券监督管理委员会广东监管局,本公司，公司董事长兼总经理于洪涛，公司副总经理兼财务总监李刚，公司副总经理兼董事会秘书何建锋
002291,星期六,2020-11-19,--,通报批评,深圳证券交易所,本公司，公司董事长兼总经理于洪涛，公司财务总监李刚，公司董事会秘书何建锋
002291,星期六,2020-07-03,--,其他,中国证券监督管理委员会广东监管局,本公司，公司董事长兼总经理于洪涛，公司董事会秘书何建锋
002291,星期六,2018-10-19,--,其他,中国证券监督管理委员会广东监管局,公司原董事长兼总经理张泽民，原财务总监李景相
002291,星期六,2018-09-27,--,公开谴责,深圳证券交易所,本公司，时任本公司董事长兼总经理张泽民，时任本公司财务总监李景相
002296,辉煌科技,2018-09-07,--,通报批评,深圳证券交易所,时任本公司董事长李海鹰
002296,辉煌科技,2015-09-21,228.7100万元,罚款，行政处罚,中国证券监督管理委员会,公司股东李军，公司股东张永东
002296,辉煌科技,2013-07-09,--,通报批评,深圳证券交易所,副总经理胡江平，监事李翀
002297,博云新材,2020-11-24,--,其他,深圳证券交易所,本公司
002297,博云新材,2013-10-18,--,通报批评,深圳证券交易所,时任董事长蒋辉珍
002303,美盈森,2021-02-10,--,责令改正,中国证券监督管理委员会深圳监管局,本公司
002303,美盈森,2021-01-07,364.5500万元,罚款，行政处罚，其他,国家税务总局深圳市税务局第三稽查局,公司控股子公司深圳市金之彩文化创意有限公司
002303,美盈森,2015-11-10,3040.0000万元,罚款，警告，责令改正，行政处罚，其他,中国证券监督管理委员会,公司股东王海鹏，王治军
002303,美盈森,2015-10-30,3040.0000万元,罚款，警告，责令改正，行政处罚,中国证券监督管理委员会,公司股东王海鹏，公司股东王治军
002304,洋河股份,2011-08-23,--,通报批评,深圳证券交易所,李风云
002306,中科云网,2020-10-13,5.0000万元,罚款，警告，行政处罚,中国证券监督管理委员会北京监管局,时任公司董事长、总裁王禹皓
002306,中科云网,2019-04-17,--,公开谴责,深圳证券交易所,公司原控股股东、实际控制人孟凯
002306,中科云网,2018-10-16,--,公开谴责，通报批评,深圳证券交易所,公司原控股股东、实际控制人孟凯，时任本公司董事长兼总裁王禹皓，岳阳市中湘实业有限公司控股股东、实际控制人陆镇林，股东权利被授权方肖兵
002306,中科云网,2018-01-10,60.0000万元,罚款，警告，行政处罚,中国证券监督管理委员会,本公司控股股东孟凯
002306,中科云网,2018-01-10,40.0000万元,罚款，警告，责令改正，行政处罚,中国证券监督管理委员会,本公司
002306,中科云网,2017-01-12,--,通报批评,深圳证券交易所,公司控股股东、实际控制人孟凯，岳阳市中湘实业有限公司
002306,中科云网,2016-07-30,--,责令改正,中国证券监督管理委员会北京监管局,本公司
002306,中科云网,2015-12-02,128.0000万元,罚款，警告，行政处罚,中国证券监督管理委员会,本公司，公司时任董事长兼总裁孟凯，时任董事、副总裁兼财务总监詹毓倩，时任董事訚肃，时任董事万钧，时任董事申伟，时任董事周智，时任独立董事韩伯棠，时任独立董事祝卫，时任独立董事陈静茹，时任副总裁兼董事会秘书李强，时任审计总监孟辉，时任副董事长孟勇，时任董事王挺，时任独立董事郭民岗，时任独立董事荆林波，时任独立董事夏维朝，时任财务总监周绍兴，时任董事会秘书李漪
002306,中科云网,2015-08-07,--,通报批评,深圳证券交易所,本公司，时任董事长兼总裁万钧，财务总监高翔，副总经理兼董事会秘书安鑫
002306,中科云网,2015-08-05,--,公开谴责,深圳证券交易所,公司股东孟凯，时任股东孟庆偿
002306,中科云网,2015-08-04,26.8200万元,罚款,上海市黄浦区市场监督管理局,公司子公司上海味之都餐饮管理有限公司
002306,中科云网,2015-07-08,10.0000万元,罚款，行政处罚,北京市工商行政管理局海淀分局,公司子公司北京定慧寺湘鄂情餐饮有限公司
002306,中科云网,2015-04-20,--,公开谴责,深圳证券交易所,控股股东孟凯，控股股东孟凯的一致行动人克州湘鄂情投资控股有限公司
002306,中科云网,2014-10-14,--,责令改正，其他,中国证券监督管理委员会北京监管局,本公司
002306,中科云网,2014-01-02,--,通报批评,深圳证券交易所,本公司，董事长兼总经理孟凯，财务总监詹毓倩，董事会秘书李强，董事兼董事会秘书熊国胜
002306,中科云网,2013-10-17,--,责令改正,中国证券监督管理委员会北京监管局,本公司
002307,北新路桥,2013-09-24,--,通报批评,深圳证券交易所,本公司，董事长朱建国，总经理张杰，副总经理兼董事会秘书朱胜军，副总经理郭建新，财务总监唐飚
002308,威创股份,2016-02-05,--,警告,中国证券监督管理委员会广东监管局,本公司，公司财务总监江玉兰
002309,中利集团,2019-12-24,--,其他,中国证券监督管理委员会江苏监管局,本公司
002309,中利集团,2019-07-23,--,通报批评,深圳证券交易所,本公司，董事长王柏兴，董事、时任总经理陈波瀚，总经理王伟峰，财务总监吴宏图
002309,中利集团,2019-04-02,--,其他,中国证券监督管理委员会江苏监管局,本公司，公司时任高级管理人员王柏兴，龚茵，周建新，陈波瀚，胡常青，程娴
002309,中利集团,2018-11-07,--,通报批评,深圳证券交易所,本公司，时任公司董事长王柏兴，时任公司总经理陈波瀚，时任公司财务总监胡常青，时任公司副总经理、董事会秘书程娴
002309,中利集团,2017-07-14,--,通报批评,深圳证券交易所,本公司，时任公司董事长王柏兴，时任公司总经理陈波瀚，时任公司财务总监胡常青
002312,三泰控股,2020-09-02,--,其他,深圳证券交易所,本公司，公司董事长补建，时任总经理贾勇，财务总监曾传琼
002312,三泰控股,2020-09-02,--,其他,深圳证券交易所,本公司
002312,三泰控股,2020-09-02,--,其他,中国证券监督管理委员会四川监管局,本公司
002312,三泰控股,2020-06-29,--,其他,中国证券监督管理委员会四川证监局,公司时任董事长补建
002316,亚联发展,2018-11-09,--,责令改正,中国证券监督管理委员会深圳监管局,本公司
002316,亚联发展,2015-09-07,--,通报批评,深圳证券交易所,本公司，时任董事长兼总经理叶琼，时任副董事长殷建锋，时任董事兼副总经理DavidXunGe(葛迅)，时任董事BrendYep(叶冰)，时任董事叶炜，时任董事罗飞，时任独立董事李连和，时任独立董事付昭阳，时任副总经理洪圣恩，时任副总经理兼董事会秘书夏明荣，时任财务负责人李秀红，时任财务负责人徐慧玲
002316,亚联发展,2015-02-17,60.0000万元,警告，责令改正，行政处罚，罚款,中国证券监督管理委员会深圳监管局,本公司，公司相关责任人叶琼，葛迅，李秀红，洪圣恩，徐慧玲，夏明荣，殷建锋，叶冰，叶炜，李连和，付昭阳，罗飞
002316,亚联发展,2014-08-21,--,通报批评,深圳证券交易所,本公司，董事长兼总经理叶琼，副总经理兼董事会秘书夏明荣，财务负责人徐慧玲
002317,众生药业,2018-10-20,30.1674万元,罚款，行政处罚，其他,广州市食品药品监督管理局,公司子公司广东先强药业有限公司
002317,众生药业,2018-09-08,30.0000万元,罚款，行政处罚，其他,广州市从化区环境保护局,公司全资子公司广东先强药业有限公司
002321,华英农业,2021-04-02,--,其他,中国证券监督管理委员会河南监管局,公司董事长、董事会秘书曹家富，副董事长、常务副总经理闵群，总经理汪开江，财务总监杨宗山，本公司，公司股东河南省潢川华英禽业总公司
002321,华英农业,2021-01-15,--,通报批评,深圳证券交易所,本公司，公司控股股东河南省潢川华英禽业总公司，公司董事长、董事会秘书曹家富，公司副董事长闵群，公司总经理、时任财务总监汪开江，公司财务总监杨宗山
002322,理工环科,2019-01-10,40.0000万元,罚款，警告，责令改正，行政处罚,中国证券监督管理委员会,公司控股股东宁波天一世纪投资有限责任公司，天一世纪法定代表人周方洁
002322,理工环科,2017-01-05,--,责令改正,中国证券监督管理委员会宁波监管局,本公司
002323,*ST雅博,2018-12-15,--,公开谴责,深圳证券交易所,本公司，董事长兼总经理陆永，董事兼财务总监顾彤莉，董事褚衍玲，董事兼副总经理陈建辉
002323,*ST雅博,2018-12-14,--,公开谴责，通报批评,深圳证券交易所,本公司，时任本公司高管陆永，顾彤莉，施妙芳，褚衍玲，陈建辉，李冬明，刘元玲，张峥，潘飞，童敏明，涂振连，赵阿平，单少芳，彭玲玲，温世燕，张庭，王国红，陈冬尔，张明
002323,*ST雅博,2018-11-29,--,通报批评,深圳证券交易所,本公司，本公司董事长兼总经理唐继勇，本公司时任财务总监庄东营
002323,*ST雅博,2017-12-16,247.0000万元,罚款，警告，市场禁入，行政处罚,中国证券监督管理委员会,本公司，陆永，李马松，顾彤莉，施妙芳，褚衍玲，陈建辉，李冬明，刘元玲，张峥，潘飞，童敏明，涂振连，赵阿平，单少芳，彭玲玲，张庭，王国红，陈冬尔，张明，温世燕，秦静
002324,普利特,2020-11-05,--,其他,中国证券监督管理委员会上海监管局,本公司
002326,永太科技,2020-11-20,--,其他,台州市生态环境局,本公司临海生产基地一分厂
002326,永太科技,2020-03-08,--,通报批评,深圳证券交易所,本公司，公司董事长王莺妹，公司总经理何人宝，公司董事会秘书张江山
002326,永太科技,2020-03-07,--,其他,中国证券监督管理委员会浙江监管局,本公司，公司董事会秘书张江山
002328,新朋股份,2018-08-21,42.0000万元,罚款，责令改正，行政处罚,仪征市环境保护局,公司子公司扬州新联汽车零部件有限公司，扬州新联主管人员
002328,新朋股份,2011-07-12,--,通报批评,深圳证券交易所,赵刚
002329,皇氏集团,2021-01-20,--,通报批评,深圳证券交易所,本公司，公司董事长、时任总裁黄嘉棣，公司董事、副总经理杨洪军，公司时任董事会秘书何海晏
002329,皇氏集团,2020-05-28,--,其他,中国证券监督管理委员会广西监管局,本公司
002329,皇氏集团,2018-09-12,--,通报批评,深圳证券交易所,本公司，时任本公司董事长兼总经理黄嘉棣，时任本公司副总经理兼财务总监蒋雪娇
002330,得利斯,2017-01-03,--,公开谴责,深圳证券交易所,本公司，公司实际控制人、时任董事长郑和平，时任董事兼财务总监杨松国，公司控股股东、实际控制人的关联方山东得利斯农业科技股份有限公司、山东得利斯畜牧科技有限公司
002330,得利斯,2016-12-28,--,公开谴责，通报批评,深圳证券交易所,本公司，本公司实际控制人兼时任任董事长郑和平，本公司董事长，时任董事会秘书郑思敏，本公司董事兼财务总监杨松国，本公司董事、总经理兼营销总监于瑞波，本公司独立董事尤建新，本公司独立董事高金华，本公司独立董事刘海英，本公司监事郑乾坤，本公司监事郑钦波，本公司监事郑爱红，时任监事王英才，本公司副总经理兼董事会秘书王松
002330,得利斯,2016-09-27,45.0000万元,罚款，警告，责令改正，行政处罚,中国证券监督管理委员会山东监管局,本公司，主管人员郑和平，其他直接责任人员杨松国
002330,得利斯,2014-08-12,3.0000万元,罚款,中国证券监督管理委员会,王潍海，张庆兰，郑东永
002331,皖通科技,2020-11-20,--,责令改正，其他,中国证券监督管理委员会安徽监管局,本公司，时任董事长李臻
002331,皖通科技,2020-08-27,--,通报批评,深圳证券交易所,本公司股东南方银谷科技有限公司
002331,皖通科技,2020-05-29,--,责令改正，其他,中国证券监督管理委员会安徽监管局,公司股东南方银谷科技有限公司，本公司，公司时任董事长廖凯，副董事长李臻，董事会秘书潘大圣
002333,ST罗普,2019-12-03,--,其他,中国证券监督管理委员会江苏监管局,本公司
002333,ST罗普,2019-07-23,--,通报批评,深圳证券交易所,本公司，董事长吴明福，董事兼总经理钱芳，财务总监俞军
002334,英威腾,2020-09-03,--,通报批评,深圳证券交易所,本公司实际控制人、董事长兼总裁黄申力
002334,英威腾,2020-03-17,--,责令改正,中国证券监督管理委员会深圳监管局,本公司
002334,英威腾,2012-03-10,60.0000万元,罚款，行政处罚,徐州市铜山质量技术监督局,公司子公司徐州市中煤坤仕华科技有限公司
002335,科华数据,2020-05-28,--,其他,中国证券监督管理委员会厦门监管局,本公司
002336,ST人乐,2019-06-21,--,其他,中国证券监督管理委员会深圳监管局,本公司
002336,ST人乐,2015-09-14,--,通报批评,深圳证券交易所,本公司，时任董事长何金明，时任董事兼总裁蔡慧明，时任副董事长兼副总裁宋琦，时任董事、副总裁兼首席营运官何浩，时任董事刘显荣，时任独立董事卜功桃，时任副总裁那璜懿，时任副总裁曾凡宏，时任副总裁兼董事会秘书何宏斌
002336,ST人乐,2015-08-11,--,责令改正,中国证券监督管理委员会深圳监管局,本公司
002338,奥普光电,2017-07-12,10.0000万元,罚款，警告，行政处罚,中国证券监督管理委员会吉林监管局,公司股东屠文斌
002338,奥普光电,2015-09-18,--,通报批评,深圳证券交易所,公司股东施玉庆
002338,奥普光电,2011-08-26,--,通报批评,深圳证券交易所,广东风华高科股份有限公司
002340,格林美,2018-09-13,30.0000万元,罚款，行政处罚,国家市场监督管理总局,公司子公司格林美(武汉)城市矿产循环产业园开发有限公司
002341,新纶科技,2020-09-28,--,公开谴责，通报批评,深圳证券交易所,本公司，董事长侯毅，时任副董事长兼总裁傅博，时任副总裁兼董事会秘书高翔，时任财务总监马素清，时任副总裁肖鹏，时任董事兼副总裁吴智华，副总裁侯海峰，时任副总裁王友伦，副总裁翁铁建，时任董事兼副总裁傅加林，时任董事兼副总裁王凤德，时任董事杨利，时任独立董事吉明，时任独立董事宁钟，时任独立董事张天成，时任监事曾继缨，监事厚飞，监事张冬红，时任董事会秘书张桥
002341,新纶科技,2020-05-25,177.0000万元,罚款，警告，行政处罚,中国证券监督管理委员会,本公司，公司时任董事长侯毅，公司时任常务副董事长兼总裁傅博，公司时任副总裁、董事会秘书高翔，公司时任财务总监马素清，公司时任副总裁肖鹏，公司时任董事、副总裁吴智华，公司时任副总裁侯海峰，公司时任副总裁王友伦，公司时任副总裁翁铁建，公司时任副总裁傅加林，公司时任副总裁王凤德，公司时任董事杨利，公司时任独立董事吉明，公司时任独立董事宁钟，公司时任独立董事张天成，公司时任监事会主席曾继缨，公司时任监事厚飞，公司时任监事、总裁秘书张冬红，公司时任董事会秘书张桥
002341,新纶科技,2019-07-16,--,其他,中国证券监督管理委员会深圳监管局,本公司，董事长侯毅，时任总裁傅博，财务总监马素清，时任副总裁兼董秘高翔
002341,新纶科技,2019-07-02,--,通报批评,深圳证券交易所,公司董事、时任总裁傅博，公司财务总监马素清，时任公司副总裁兼董事会秘书高翔
002341,新纶科技,2012-04-25,--,通报批评,深圳证券交易所,时任公司总经理文勇
002343,慈文传媒,2016-12-19,--,责令整改,中国证券监督管理委员会浙江监管局,本公司
002347,泰尔股份,2020-11-07,--,其他,深圳证券交易所,本公司，董事长兼总经理邰正彪，时任财务总监朱光亮
002348,高乐股份,2020-10-15,--,通报批评,深圳证券交易所,本公司，公司董事长兼总经理杨旭恩，公司财务总监沈梅
002348,高乐股份,2020-06-10,--,其他,中国证券监督管理委员会广东监管局,本公司，董事长、总经理杨旭恩，财务总监沈梅，副总经理、董事会秘书马少滨，副董事长、副总经理杨其新，董事、副总经理杨广城，董事、副总经理杨锡洪，董事杨广龙，独立董事王俊亮，独立董事杨军，独立董事吴必胜，监事杨炳鑫，监事陈海中，监事刘静莉，副总经理方雁葵
002349,精华制药,2020-11-09,--,其他,中国证券监督管理委员会江苏监管局,本公司
002349,精华制药,2017-11-03,40.0000万元,罚款，行政处罚,安全生产监督管理部门,全资子公司精华制药集团南通有限公司
002352,顺丰控股,2017-03-07,--,通报批评,深圳证券交易所,时任公司总经理刘凌云，时任公司副总经理、董事会秘书黄学春，时任公司副总经理吴翠华
002352,顺丰控股,2016-10-28,--,其他,中国证券监督管理委员会安徽监管局,公司高级管理人员吴翠华
002352,顺丰控股,2016-05-03,--,通报批评,深圳证券交易所,时任公司副总经理袁福祥
002354,*ST天娱,2020-10-30,--,通报批评,深圳证券交易所,本公司，公司时任董事长兼总经理朱晔，公司时任董事会秘书张执交，公司时任董事会秘书桂瑾
002354,*ST天娱,2020-10-27,--,通报批评,深圳证券交易所,公司持股5%以上股东石波涛
002354,*ST天娱,2020-04-30,56.0000万元,罚款，警告，行政处罚,中国证券监督管理委员会大连监管局,本公司，时任董事长、总经理朱晔，时任董事会秘书、董事、副总经理张执交，时任董事会秘书、副总经理桂瑾
002354,*ST天娱,2019-10-21,--,通报批评,深圳证券交易所,本公司，公司第一大股东、时任董事长兼总经理朱晔，公司时任财务总监孙军
002354,*ST天娱,2019-08-02,--,其他,中国证券监督管理委员会大连监管局,公司股东朱晔
002354,*ST天娱,2019-08-02,--,其他,中国证券监督管理委员会大连监管局,本公司
002354,*ST天娱,2019-04-30,--,通报批评,深圳证券交易所,公司董事、副总经理和持股5%以上的股东石波涛
002355,兴民智通,2021-01-28,--,通报批评,深圳证券交易所,公司原控股股东四川盛邦创恒企业管理有限责任公司
002355,兴民智通,2020-11-17,--,通报批评,深圳证券交易所,本公司，公司原控股股东、原实际控制人王志成，公司时任董事长兼总经理高赫男
002355,兴民智通,2020-09-29,--,其他,中国证券监督管理委员会山东证监局,本公司
002355,兴民智通,2020-09-29,--,其他,深圳证券交易所,公司董事易舟
002355,兴民智通,2020-09-29,--,其他,深圳证券交易所,公司控股股东四川盛邦创恒企业管理有限责任公司
002355,兴民智通,2020-07-08,--,其他,中国证券监督管理委员会山东监管局,本公司，公司时任董事长及总经理高赫男
002355,兴民智通,2016-07-21,--,责令改正,中国证券监督管理委员会山东监管局,本公司
002355,兴民智通,2013-10-14,--,公开谴责，通报批评,深圳证券交易所,本公司，董事兼副总经理王兵，董事长高赫男，董事兼总经理姜开学，董事会秘书兼副总经理崔积和
002356,*ST赫美,2021-03-16,--,通报批评,深圳证券交易所,本公司，公司董事长、董事会秘书王磊，公司总经理赵建，公司时任总经理于阳，公司时任财务总监韩霞
002356,*ST赫美,2020-11-26,--,其他,中国证券监督管理委员会深圳监管局,本公司，公司董事长兼代董事会秘书王磊，公司总经理赵建，公司财务总监黄冰
002356,*ST赫美,2020-10-29,--,通报批评,深圳证券交易所,公司控股股东汉桥机器厂有限公司
002356,*ST赫美,2020-06-12,--,通报批评,深圳证券交易所,公司控股股东汉桥机器厂有限公司
002356,*ST赫美,2020-06-12,--,通报批评,深圳证券交易所,公司股东北京天鸿伟业科技发展有限公司
002356,*ST赫美,2020-06-08,--,通报批评,深圳证券交易所,本公司董事长王磊
002356,*ST赫美,2020-05-23,--,其他,中国证券监督管理委员会深圳监管局,本公司，公司董事长、代董事会秘书王磊
002356,*ST赫美,2019-11-19,--,公开谴责，通报批评,深圳证券交易所,本公司，北京首赫投资有限责任公司，董事长兼董事会秘书、北京首赫投资有限责任公司实际控制人王磊，董事兼总经理于阳，财务总监韩霞，副总经理兼时任董事会秘书李丽
002356,*ST赫美,2019-08-16,--,责令改正，其他,中国证券监督管理委员会深圳监管局,本公司
002356,*ST赫美,2018-11-05,--,通报批评,深圳证券交易所,公司控股股东汉桥机器厂有限公司
002356,*ST赫美,2014-01-16,2.4400万元,罚款，其他,北京市工商行政管理局朝阳分局,每克拉美(北京)钻石商场有限公司
002357,富临运业,2021-04-21,71.0000万元,罚款，行政处罚,雅安市应急管理局,公司子公司遂宁富临运业有限公司
002357,富临运业,2018-12-26,74.4991万元,罚款，行政处罚,四川省应急管理厅,公司全资子公司四川富临运业集团成都股份有限公司，原单位负责人蒲仕勇
002357,富临运业,2011-07-12,--,通报批评,深圳证券交易所,江明
002358,森源电气,2020-10-15,--,通报批评,深圳证券交易所,公司股东河南森源集团有限公司，公司股东、实际控制人楚金甫
002358,森源电气,2015-10-22,--,责令改正，其他,中国证券监督管理委员会河南监管局,本公司，公司董事长杨合岭，总经理曹宏，董事会秘书崔付军，财务总监赵巧
002358,森源电气,2013-03-28,60.0000万元,罚款，其他,中国证券监督管理委员会,公司股东齐凯，公司股东张进才
002359,*ST北讯,2021-03-03,--,公开谴责,深圳证券交易所,公司原持股5%以上股东田文军
002359,*ST北讯,2019-12-12,--,公开谴责，通报批评,深圳证券交易所,本公司，时任董事长郝晓晖，董事、总经理兼董事会秘书，时任董事兼董事会秘书周倩，时任财务负责人乔阳
002359,*ST北讯,2019-08-14,--,其他,中国证券监督管理委员会深圳监管局,本公司
